2016-07-30	19:09:57	Alobar	11
2016-07-30	19:10:08	Jakyx	2
2016-07-30	19:10:11	Jakyx	12
2016-07-30	19:10:18	Jakyx	30
2016-07-30	19:10:25	Jakyx	7
2016-07-30	19:10:28	Jakyx	14
2016-07-30	19:10:32	Jakyx	16
2016-07-30	19:10:32	Jakyx	3
2016-07-30	19:10:34	Jakyx	6
2016-07-30	19:10:38	Jakyx	15
2016-07-30	19:10:40	Jakyx	3
2016-07-30	19:10:41	Alobar	2
2016-07-30	19:10:43	Jakyx	16
2016-07-30	19:10:50	Alobar	22
2016-07-30	19:10:53	Jakyx	35
2016-07-30	19:10:54	Alobar	23
2016-07-30	19:10:56	Alobar	14
2016-07-30	19:10:57	Alobar	11
2016-07-30	19:11:25	Jakyx	40
2016-07-30	19:13:05	Jakyx	61
2016-07-30	19:15:40	Alobar	27
2016-07-30	19:16:38	Alobar	18
2016-07-30	19:39:59	Tormentor	6
2016-07-30	19:46:55	Alobar	7
2016-07-30	19:46:56	Alobar	5
2016-07-30	19:47:02	Tormentor	4
2016-07-30	19:47:03	Tormentor	8
2016-07-30	19:47:05	Tormentor	6
2016-07-30	19:47:06	Alobar	10
2016-07-30	19:47:08	Tormentor	8
2016-07-30	19:47:11	Tormentor	4
2016-07-30	19:47:12	Tormentor	5
2016-07-30	19:47:15	Tormentor	20
2016-07-30	19:47:19	Tormentor	24
2016-07-30	19:48:16	Alobar	5
2016-07-30	21:58:20	Troga	26
2016-07-30	21:58:32	Tormentor	1
2016-07-30	21:58:38	Troga	4
2016-07-30	22:12:25	Troga	11
2016-07-30	22:12:26	Troga	4
2016-07-30	22:12:27	Troga	6
2016-07-30	22:12:30	Troga	8
2016-07-30	22:12:33	Troga	10
2016-07-30	22:17:20	Jakyx	11
2016-07-30	22:17:28	Troga	5
2016-07-30	22:17:31	Troga	10
2016-07-30	22:17:44	Jakyx	17
2016-07-30	22:17:48	Jakyx	20
2016-07-30	22:18:07	Troga	2
2016-07-31	11:01:07	Sushi	11
2016-07-31	11:01:13	Sushi	15
2016-07-31	11:01:22	Alobar	4
2016-07-31	11:01:24	Alobar	6
2016-07-31	11:01:29	Sushi	8
2016-07-31	11:01:39	Alobar	10
2016-07-31	11:01:39	Sushi	40
2016-07-31	11:01:48	Alobar	16
2016-07-31	11:01:57	Sushi	24
2016-07-31	11:02:19	Sushi	25
2016-07-31	11:02:30	Sushi	39
2016-07-31	11:02:32	Sushi	8
2016-07-31	11:02:38	Sushi	5
2016-07-31	11:02:55	Sushi	33
2016-07-31	11:03:13	Sushi	24
2016-07-31	11:03:51	Alobar	43
2016-07-31	11:03:53	Alobar	5
2016-07-31	11:03:59	Alobar	6
2016-07-31	11:04:02	Alobar	11
2016-07-31	11:04:04	Alobar	6
2016-07-31	11:04:06	Alobar	8
2016-07-31	11:04:32	Alobar	69
2016-07-31	11:04:37	Sushi	8
2016-07-31	12:06:22	Alobar	2
2016-07-31	12:06:22	Anna	17
2016-07-31	12:06:22	Alobar	4
2016-07-31	12:06:24	Alobar	15
2016-07-31	12:06:27	Alobar	12
2016-07-31	12:06:34	Alobar	13
2016-07-31	12:07:17	Sushi	28
2016-07-31	12:07:40	Lonelos	13
2016-07-31	12:07:40	Anna	19
2016-07-31	12:07:46	Alobar	22
2016-07-31	12:07:52	Alobar	5
2016-07-31	12:07:54	Lonelos	6
2016-07-31	12:07:59	Lonelos	19
2016-07-31	12:08:08	Alobar	20
2016-07-31	12:08:13	Alobar	12
2016-07-31	12:08:37	Alobar	34
2016-07-31	12:08:41	Alobar	18
2016-07-31	12:08:42	Lonelos	12
2016-07-31	12:08:42	Anna	81
2016-07-31	12:08:48	Lonelos	12
2016-07-31	12:08:48	Anna	178
2016-07-31	12:09:00	Lonelos	12
2016-07-31	12:09:00	Anna	190
2016-07-31	12:09:25	Alobar	2
2016-07-31	12:09:38	Lonelos	36
2016-07-31	12:09:48	Alobar	21
2016-07-31	12:09:48	Anna	125
2016-07-31	12:10:04	Lonelos	61
2016-07-31	12:10:04	Anna	92
2016-07-31	12:10:12	Alobar	11
2016-07-31	12:10:17	Alobar	28
2016-07-31	12:46:07	Lonelos	37
2016-07-31	12:46:17	Lonelos	26
2016-07-31	12:46:20	Lonelos	16
2016-07-31	12:46:27	Lonelos	15
2016-07-31	12:46:32	Lonelos	29
2016-07-31	12:46:50	Lonelos	32
2016-07-31	12:46:55	Lonelos	38
2016-07-31	12:52:29	Alobar	4
2016-07-31	12:52:41	Alobar	7
2016-07-31	12:52:42	Alobar	8
2016-07-31	12:52:45	Lonelos	5
2016-07-31	12:52:56	Alobar	8
2016-07-31	12:53:04	Lonelos	33
2016-07-31	12:53:08	Alobar	3
2016-07-31	12:53:10	Lonelos	40
2016-07-31	12:53:17	Alobar	10
2016-07-31	12:53:20	Alobar	18
2016-07-31	12:53:21	Alobar	5
2016-07-31	12:53:26	Alobar	39
2016-07-31	12:53:28	Alobar	23
2016-07-31	12:53:33	Alobar	43
2016-07-31	12:53:35	Alobar	2
2016-07-31	12:53:36	Alobar	12
2016-07-31	12:53:36	Anna	13
2016-07-31	12:53:39	Alobar	13
2016-07-31	12:53:50	Alobar	7
2016-07-31	12:53:55	Alobar	21
2016-07-31	12:53:58	Alobar	28
2016-07-31	12:53:58	Lonelos	81
2016-07-31	12:53:59	Alobar	6
2016-07-31	12:54:04	Alobar	5
2016-07-31	12:54:06	Alobar	7
2016-07-31	12:54:08	Alobar	18
2016-07-31	12:54:20	Alobar	60
2016-07-31	12:54:24	Alobar	20
2016-07-31	12:54:28	Lonelos	12
2016-07-31	12:54:30	Alobar	29
2016-07-31	12:54:40	Alobar	7
2016-07-31	12:55:24	Alobar	178
2016-07-31	12:55:25	Alobar	4
2016-07-31	13:49:02	Troga	6
2016-07-31	13:49:12	Lonelos	8
2016-07-31	13:49:12	Anna	23
2016-07-31	13:49:20	Troga	17
2016-07-31	13:49:24	Lonelos	11
2016-07-31	13:49:30	Lonelos	17
2016-07-31	13:49:37	Troga	10
2016-07-31	13:49:45	Troga	40
2016-07-31	13:52:22	Alobar	41
2016-07-31	13:52:38	Troga	10
2016-07-31	13:52:43	Troga	10
2016-07-31	13:52:45	Alobar	14
2016-07-31	13:52:47	Troga	7
2016-07-31	13:52:55	Troga	14
2016-07-31	13:52:57	Troga	5
2016-07-31	14:06:57	Alobar	5
2016-07-31	14:06:59	Alobar	19
2016-07-31	14:07:38	Tormentor	3
2016-07-31	14:07:38	Anna	30
2016-07-31	14:07:44	Alobar	6
2016-07-31	14:07:46	Alobar	6
2016-07-31	14:07:52	Lonelos	15
2016-07-31	14:08:01	Tormentor	27
2016-07-31	14:08:16	Troga	13
2016-07-31	14:23:35	Alobar	21
2016-07-31	14:30:43	Lonelos	21
2016-07-31	14:31:23	Alobar	34
2016-07-31	14:31:49	Jakyx	3
2016-07-31	14:31:58	Jakyx	30
2016-07-31	14:32:01	Alobar	2
2016-07-31	14:32:02	Lonelos	22
2016-07-31	14:32:05	Alobar	27
2016-07-31	14:32:13	Jakyx	3
2016-07-31	14:32:14	Jakyx	2
2016-07-31	14:32:21	Jakyx	35
2016-07-31	14:32:25	Jakyx	12
2016-07-31	14:32:25	Alobar	13
2016-07-31	14:32:27	Jakyx	10
2016-07-31	14:32:29	Jakyx	8
2016-07-31	14:32:31	Alobar	19
2016-07-31	14:32:36	Alobar	17
2016-07-31	14:32:38	Alobar	7
2016-07-31	14:32:43	Alobar	34
2016-07-31	14:32:49	Alobar	17
2016-07-31	14:32:52	Jakyx	12
2016-07-31	14:32:57	Jakyx	11
2016-07-31	14:32:58	Alobar	5
2016-07-31	14:32:58	Anna	17
2016-07-31	14:32:58	Jakyx	2
2016-07-31	14:33:03	Alobar	13
2016-07-31	14:33:05	Alobar	13
2016-07-31	14:33:10	Alobar	11
2016-07-31	14:33:13	Jakyx	16
2016-07-31	14:33:22	Alobar	2
2016-07-31	14:33:28	Alobar	15
2016-07-31	14:33:29	Anna	285
2016-07-31	14:33:34	Alobar	3
2016-07-31	14:33:37	Alobar	26
2016-07-31	14:33:39	Alobar	10
2016-07-31	14:33:58	Alobar	16
2016-07-31	14:33:58	Troga	5
2016-07-31	14:33:58	Alobar	2
2016-07-31	14:34:11	Alobar	19
2016-07-31	14:34:11	Troga	44
2016-07-31	14:34:20	Troga	17
2016-07-31	14:34:26	Troga	11
2016-07-31	14:34:32	Alobar	28
2016-07-31	14:34:35	Troga	23
2016-07-31	14:34:35	Jakyx	26
2016-07-31	14:34:40	Alobar	46
2016-07-31	14:34:41	Troga	4
2016-07-31	14:34:45	Jakyx	2
2016-07-31	14:34:53	Jakyx	19
2016-07-31	14:34:57	Jakyx	26
2016-07-31	14:35:06	Jakyx	43
2016-07-31	14:35:14	Troga	12
2016-07-31	14:35:20	Jakyx	8
2016-07-31	14:35:22	Alobar	21
2016-07-31	14:35:31	Troga	17
2016-07-31	14:35:33	Alobar	45
2016-07-31	14:35:33	Jakyx	16
2016-07-31	14:35:38	Troga	34
2016-07-31	14:35:38	Anna	13
2016-07-31	14:35:41	Alobar	18
2016-07-31	14:35:43	Jakyx	8
2016-07-31	14:35:45	Jakyx	5
2016-07-31	14:35:50	Troga	16
2016-07-31	14:35:55	Alobar	7
2016-07-31	14:35:55	Troga	17
2016-07-31	14:36:01	Jakyx	3
2016-07-31	14:36:02	Alobar	8
2016-07-31	14:36:12	Alobar	8
2016-07-31	14:36:14	Jakyx	12
2016-07-31	14:36:19	Jakyx	17
2016-07-31	14:36:20	Alobar	17
2016-07-31	14:36:21	Troga	12
2016-07-31	14:36:23	Alobar	15
2016-07-31	14:36:32	Jakyx	42
2016-07-31	14:36:48	Jakyx	46
2016-07-31	14:36:52	Troga	51
2016-07-31	14:36:58	Troga	4
2016-07-31	14:37:00	Jakyx	3
2016-07-31	14:37:02	Alobar	23
2016-07-31	14:37:04	Jakyx	11
2016-07-31	14:37:05	Alobar	29
2016-07-31	14:37:06	Alobar	7
2016-07-31	14:37:15	Jakyx	9
2016-07-31	14:37:16	Troga	14
2016-07-31	14:37:20	Alobar	4
2016-07-31	14:37:23	Alobar	11
2016-07-31	14:37:27	Jakyx	26
2016-07-31	14:37:30	Jakyx	6
2016-07-31	14:37:31	Alobar	35
2016-07-31	14:37:32	Jakyx	8
2016-07-31	14:37:32	Alobar	7
2016-07-31	14:37:40	Alobar	17
2016-07-31	14:37:40	Troga	18
2016-07-31	14:37:41	Jakyx	16
2016-07-31	14:37:47	Alobar	27
2016-07-31	14:37:51	Troga	3
2016-07-31	14:37:56	Alobar	19
2016-07-31	14:37:57	Troga	9
2016-07-31	14:37:59	Alobar	20
2016-07-31	14:38:01	Alobar	20
2016-07-31	14:38:04	Troga	7
2016-07-31	14:38:07	Alobar	16
2016-07-31	14:38:07	Troga	18
2016-07-31	14:38:08	Troga	5
2016-07-31	14:38:10	Alobar	2
2016-07-31	14:38:15	Alobar	19
2016-07-31	14:38:16	Alobar	19
2016-07-31	14:38:20	Troga	3
2016-07-31	14:38:32	Alobar	31
2016-07-31	14:38:34	Alobar	20
2016-07-31	14:38:40	Alobar	45
2016-07-31	14:38:41	Troga	3
2016-07-31	14:38:45	Troga	9
2016-07-31	14:38:47	Alobar	2
2016-07-31	14:38:48	Troga	14
2016-07-31	14:38:56	Tormentor	8
2016-07-31	14:38:58	Troga	13
2016-07-31	14:38:59	Alobar	37
2016-07-31	14:38:59	Tormentor	24
2016-07-31	14:39:02	Troga	22
2016-07-31	14:39:05	Troga	16
2016-07-31	14:39:09	Alobar	15
2016-07-31	14:39:10	Alobar	4
2016-07-31	14:39:20	Troga	8
2016-07-31	14:39:23	Troga	10
2016-07-31	14:39:26	Alobar	10
2016-07-31	14:39:27	Tormentor	18
2016-07-31	14:39:28	Alobar	9
2016-07-31	14:39:30	Alobar	10
2016-07-31	14:39:31	Alobar	13
2016-07-31	14:39:32	Alobar	3
2016-07-31	14:39:34	Jakyx	38
2016-07-31	14:39:34	Alobar	18
2016-07-31	14:39:35	Troga	19
2016-07-31	14:39:36	Alobar	8
2016-07-31	14:39:40	Jakyx	28
2016-07-31	14:39:43	Troga	2
2016-07-31	14:39:45	Jakyx	15
2016-07-31	14:39:54	Alobar	36
2016-07-31	14:39:55	Jakyx	2
2016-07-31	14:39:59	Jakyx	25
2016-07-31	14:40:06	Tormentor	29
2016-07-31	14:40:13	Alobar	9
2016-07-31	14:40:16	Alobar	14
2016-07-31	14:40:19	Alobar	17
2016-07-31	14:40:22	Troga	11
2016-07-31	14:40:30	Tormentor	18
2016-07-31	14:40:33	Tormentor	13
2016-07-31	14:40:37	Alobar	2
2016-07-31	14:40:39	Tormentor	18
2016-07-31	14:40:45	Alobar	7
2016-07-31	14:40:53	Alobar	38
2016-07-31	14:40:55	Alobar	17
2016-07-31	14:41:34	Lonelos	31
2016-07-31	14:41:36	Tormentor	17
2016-07-31	14:41:45	Lonelos	13
2016-07-31	14:41:46	Tormentor	15
2016-07-31	14:41:51	Alobar	8
2016-07-31	14:41:54	Alobar	30
2016-07-31	14:42:00	Alobar	24
2016-07-31	14:42:05	Tormentor	3
2016-07-31	14:42:09	Alobar	41
2016-07-31	14:42:15	Tormentor	6
