30.07.2016	19:09:57	Alobar	11
30.07.2016	19:10:08	Jakyx	2
30.07.2016	19:10:11	Jakyx	12
30.07.2016	19:10:18	Jakyx	30
30.07.2016	19:10:25	Jakyx	7
30.07.2016	19:10:28	Jakyx	14
30.07.2016	19:10:32	Jakyx	16
30.07.2016	19:10:32	Jakyx	3
30.07.2016	19:10:34	Jakyx	6
30.07.2016	19:10:38	Jakyx	15
30.07.2016	19:10:40	Jakyx	3
30.07.2016	19:10:41	Alobar	2
30.07.2016	19:10:43	Jakyx	16
30.07.2016	19:10:50	Alobar	22
30.07.2016	19:10:53	Jakyx	35
30.07.2016	19:10:54	Alobar	23
30.07.2016	19:10:56	Alobar	14
30.07.2016	19:10:57	Alobar	11
30.07.2016	19:11:25	Jakyx	40
30.07.2016	19:13:05	Jakyx	61
30.07.2016	19:15:40	Alobar	27
30.07.2016	19:16:38	Alobar	18
30.07.2016	19:39:59	Tormentor	6
30.07.2016	19:46:55	Alobar	7
30.07.2016	19:46:56	Alobar	5
30.07.2016	19:47:02	Tormentor	4
30.07.2016	19:47:03	Tormentor	8
30.07.2016	19:47:05	Tormentor	6
30.07.2016	19:47:06	Alobar	10
30.07.2016	19:47:08	Tormentor	8
30.07.2016	19:47:11	Tormentor	4
30.07.2016	19:47:12	Tormentor	5
30.07.2016	19:47:15	Tormentor	20
30.07.2016	19:47:19	Tormentor	24
30.07.2016	19:48:16	Alobar	5
30.07.2016	21:58:20	Troga	26
30.07.2016	21:58:32	Tormentor	1
30.07.2016	21:58:38	Troga	4
30.07.2016	22:12:25	Troga	11
30.07.2016	22:12:26	Troga	4
30.07.2016	22:12:27	Troga	6
30.07.2016	22:12:30	Troga	8
30.07.2016	22:12:33	Troga	10
30.07.2016	22:17:20	Jakyx	11
30.07.2016	22:17:28	Troga	5
30.07.2016	22:17:31	Troga	10
30.07.2016	22:17:44	Jakyx	17
30.07.2016	22:17:48	Jakyx	20
30.07.2016	22:18:07	Troga	2
31.07.2016	11:01:07	Sushi	11
31.07.2016	11:01:13	Sushi	15
31.07.2016	11:01:22	Alobar	4
31.07.2016	11:01:24	Alobar	6
31.07.2016	11:01:29	Sushi	8
31.07.2016	11:01:39	Alobar	10
31.07.2016	11:01:39	Sushi	40
31.07.2016	11:01:48	Alobar	16
31.07.2016	11:01:57	Sushi	24
31.07.2016	11:02:19	Sushi	25
31.07.2016	11:02:30	Sushi	39
31.07.2016	11:02:32	Sushi	8
31.07.2016	11:02:38	Sushi	5
31.07.2016	11:02:55	Sushi	33
31.07.2016	11:03:13	Sushi	24
31.07.2016	11:03:51	Alobar	43
31.07.2016	11:03:53	Alobar	5
31.07.2016	11:03:59	Alobar	6
31.07.2016	11:04:02	Alobar	11
31.07.2016	11:04:04	Alobar	6
31.07.2016	11:04:06	Alobar	8
31.07.2016	11:04:32	Alobar	69
31.07.2016	11:04:37	Sushi	8
31.07.2016	12:06:22	Alobar	2
31.07.2016	12:06:22	Anna	17
31.07.2016	12:06:22	Alobar	4
31.07.2016	12:06:24	Alobar	15
31.07.2016	12:06:27	Alobar	12
31.07.2016	12:06:34	Alobar	13
31.07.2016	12:07:17	Sushi	28
31.07.2016	12:07:40	Lonelos	13
31.07.2016	12:07:40	Anna	19
31.07.2016	12:07:46	Alobar	22
31.07.2016	12:07:52	Alobar	5
31.07.2016	12:07:54	Lonelos	6
31.07.2016	12:07:59	Lonelos	19
31.07.2016	12:08:08	Alobar	20
31.07.2016	12:08:13	Alobar	12
31.07.2016	12:08:37	Alobar	34
31.07.2016	12:08:41	Alobar	18
31.07.2016	12:08:42	Lonelos	12
31.07.2016	12:08:42	Anna	81
31.07.2016	12:08:48	Lonelos	12
31.07.2016	12:08:48	Anna	178
31.07.2016	12:09:00	Lonelos	12
31.07.2016	12:09:00	Anna	190
31.07.2016	12:09:25	Alobar	2
31.07.2016	12:09:38	Lonelos	36
31.07.2016	12:09:48	Alobar	21
31.07.2016	12:09:48	Anna	125
31.07.2016	12:10:04	Lonelos	61
31.07.2016	12:10:04	Anna	92
31.07.2016	12:10:12	Alobar	11
31.07.2016	12:10:17	Alobar	28
31.07.2016	12:46:07	Lonelos	37
31.07.2016	12:46:17	Lonelos	26
31.07.2016	12:46:20	Lonelos	16
31.07.2016	12:46:27	Lonelos	15
31.07.2016	12:46:32	Lonelos	29
31.07.2016	12:46:50	Lonelos	32
31.07.2016	12:46:55	Lonelos	38
31.07.2016	12:52:29	Alobar	4
31.07.2016	12:52:41	Alobar	7
31.07.2016	12:52:42	Alobar	8
31.07.2016	12:52:45	Lonelos	5
31.07.2016	12:52:56	Alobar	8
31.07.2016	12:53:04	Lonelos	33
31.07.2016	12:53:08	Alobar	3
31.07.2016	12:53:10	Lonelos	40
31.07.2016	12:53:17	Alobar	10
31.07.2016	12:53:20	Alobar	18
31.07.2016	12:53:21	Alobar	5
31.07.2016	12:53:26	Alobar	39
